sym_nr,pis,ko,psl,konf,lew,bs,inni
2473,38.315,28.169,10.28,10.191,10.204,2.089,0.753
2474,37.479,27.848,10.206,9.993,10.458,3.154,0.861
2475,37.047,30.411,9.634,10.639,9.423,2.036,0.811
2476,36.001,32.021,8.958,10.9,8.666,2.548,0.905
2477,36.234,30.636,10.073,9.109,10.455,2.856,0.636
2478,40.026,27.337,10.062,10.048,10.295,1.921,0.311
2479,37.902,29.234,7.73,10.671,10.533,3.154,0.775
2480,38.323,29.007,9.604,11.453,8.142,3.148,0.324
2481,37.889,29.249,9.21,11.254,9.034,2.326,1.038
2482,37.47,28.053,10.228,10.944,10.604,1.895,0.805
2483,39.266,27.484,9.076,10.621,10.594,1.716,1.242
2484,35.988,31.637,9.815,9.944,9.712,2.054,0.85
2485,38.776,29.161,11.02,10.059,7.465,3.109,0.41
2486,38.684,30.222,8.953,10.695,9.835,1.286,0.326
2487,36.692,29.057,8.541,10.806,10.631,2.917,1.357
2488,36.98,29.539,11.565,9.856,9.323,2.091,0.646
2489,36.505,30.635,9.968,10.414,10.272,1.715,0.491
2490,37.251,29.246,10.525,10.585,9.094,2.238,1.061
2491,37.54,29.509,10.147,9.597,9.555,2.806,0.846
2492,36.989,29.644,9.648,11.556,9.667,1.779,0.716
2493,36.186,32.69,9.335,9.38,9.425,2.286,0.697
2494,36.773,29.433,11.111,11.497,8.761,1.876,0.549
2495,39.021,27.733,9.773,9.956,10.049,2.807,0.661
2496,37.408,28.67,10.197,10.393,9.539,2.991,0.801
2497,37.374,28.968,9.807,10.701,9.537,2.986,0.626
2498,37.399,29.967,8.831,11.431,10.32,1.457,0.596
2499,36.997,28.052,8.643,11.94,10.732,2.894,0.742
2500,37.105,28.825,10.309,9.959,10.111,2.282,1.408
2501,37.702,30.879,8.767,9.841,9.499,2.114,1.198
2502,36.905,31.134,9.88,10.447,8.719,2.431,0.484
2503,38.45,27.947,7.754,11.097,10.705,2.798,1.249
2504,36.768,30.114,8.068,10.526,10.7,3.057,0.767
2505,34.648,28.747,11.473,10.353,11.601,2.359,0.819
2506,38.122,29.332,8.659,11.166,10.613,1.834,0.275
2507,37.171,30.933,9.387,10.645,8.469,2.744,0.652
2508,39.837,32.034,8.613,8.697,8.758,1.883,0.178
2509,37.222,29.956,9.356,10.998,9.228,2.287,0.953
2510,38.549,28.665,11.451,9.275,9.192,2.356,0.511
2511,36.509,30.018,8.774,11.489,10.001,2.455,0.754
2512,37.071,30.283,10.213,11.481,8.4,1.615,0.938
2513,37.226,30.159,9.142,10.293,10.062,2.043,1.074
2514,37.407,28.26,10.184,10.633,10.218,2.688,0.61
2515,37.96,31.591,8.337,10.0,9.583,2.298,0.231
2516,38.168,27.957,9.779,10.408,11.75,1.549,0.389
2517,39.55,28.873,8.859,9.92,9.696,2.466,0.636
2518,36.373,27.965,11.189,10.06,10.9,2.831,0.681
2519,37.411,29.747,9.938,11.054,8.718,2.648,0.483
2520,38.354,27.899,10.698,8.499,11.417,2.257,0.875
2521,34.593,30.055,11.523,11.068,10.143,1.505,1.113
2522,38.065,30.671,10.197,10.585,8.474,1.935,0.073
2523,40.539,26.294,9.799,9.891,9.394,3.447,0.638
2524,36.311,30.838,10.132,9.94,9.654,2.437,0.688
2525,38.505,29.695,10.018,8.873,10.343,2.183,0.383
2526,38.04,27.149,10.023,11.468,10.286,2.748,0.286
2527,37.566,30.783,10.395,8.116,9.144,2.811,1.185
2528,37.67,31.587,9.217,10.169,8.061,2.449,0.845
2529,36.908,29.866,9.874,10.69,10.529,1.658,0.475
2530,37.968,30.681,10.249,9.425,8.735,1.944,0.999
2531,36.849,30.114,11.251,10.109,9.21,1.602,0.864
2532,36.67,28.742,9.687,11.736,9.849,2.425,0.89
2533,38.859,28.868,11.268,10.028,7.15,3.349,0.478
2534,37.056,29.131,10.311,9.904,9.876,2.497,1.224
2535,36.798,29.383,8.947,11.098,10.198,2.24,1.335
2536,38.701,28.292,11.36,8.476,9.879,2.456,0.836
2537,38.771,28.445,8.961,11.35,10.375,1.644,0.454
2538,37.87,29.811,8.45,10.385,9.824,2.711,0.949
2539,36.772,30.633,10.175,9.533,10.996,1.587,0.304
2540,38.062,28.372,9.487,10.824,10.976,1.351,0.928
2541,39.524,29.242,7.844,11.76,8.89,1.866,0.874
2542,37.21,27.43,11.031,11.673,9.823,1.768,1.066
2543,40.46,27.531,9.081,10.22,10.008,2.401,0.299
2544,37.815,30.658,10.331,10.07,9.65,0.938,0.539
2545,37.599,28.158,9.686,11.289,10.899,1.63,0.739
2546,36.399,30.636,10.681,10.594,8.813,2.246,0.631
2547,37.903,31.813,8.663,9.837,8.215,2.776,0.794
2548,38.802,30.826,8.93,8.532,9.648,2.592,0.668
2549,38.707,28.434,8.488,11.633,9.32,2.458,0.961
2550,34.929,29.922,11.244,12.188,8.768,2.118,0.831
2551,37.255,29.349,9.537,11.431,9.137,2.423,0.868
2552,35.433,29.646,9.822,10.438,10.782,2.424,1.454
2553,37.348,30.353,10.075,8.731,9.75,3.1,0.643
2554,38.267,28.159,10.752,8.314,10.159,3.11,1.238
2555,37.667,28.855,10.524,9.595,10.35,2.105,0.904
2556,39.697,27.471,8.24,12.184,8.842,2.957,0.609
2557,36.281,30.611,10.616,9.488,8.651,3.306,1.047
2558,39.718,26.073,9.664,11.32,10.319,2.431,0.476
2559,39.118,29.323,9.398,9.349,9.167,2.931,0.712
2560,37.226,29.147,10.309,10.859,9.203,2.513,0.744
2561,37.01,30.681,10.35,8.989,9.588,2.93,0.452
2562,38.786,27.695,10.014,10.696,9.87,2.418,0.521
2563,35.562,30.706,9.056,11.633,10.218,1.721,1.103
2564,39.231,28.386,10.9,10.497,7.943,2.846,0.196
2565,38.503,30.641,7.977,10.982,8.412,2.38,1.105
2566,36.156,29.26,10.256,10.464,10.584,2.393,0.888
2567,38.255,29.107,10.454,9.799,9.325,2.395,0.665
2568,36.261,29.055,10.234,9.602,11.339,2.73,0.778
2569,34.758,31.805,9.375,11.397,9.359,2.661,0.645
2570,38.115,28.528,9.714,10.79,9.623,2.396,0.833
2571,38.604,28.706,9.269,11.098,8.965,2.31,1.046
2572,37.683,30.716,9.066,9.536,10.121,2.103,0.775
2573,37.427,30.586,10.297,9.195,8.866,2.711,0.918
2574,38.58,30.362,9.912,9.02,9.374,1.961,0.79
2575,38.082,30.047,10.352,9.865,8.589,2.003,1.063
2576,38.01,29.814,9.586,11.128,8.802,1.96,0.701
2577,40.109,28.999,9.4,9.236,10.224,1.625,0.407
2578,37.558,29.211,10.188,9.893,9.259,2.957,0.933
2579,38.331,30.103,9.878,10.339,8.596,2.209,0.545
2580,36.78,31.411,10.205,8.533,9.15,3.464,0.456
2581,37.755,30.655,9.117,11.355,7.923,1.962,1.234
2582,38.181,28.421,10.345,11.143,9.233,1.726,0.951
2583,36.387,30.886,11.302,7.976,10.323,2.016,1.11
2584,37.424,29.546,9.356,11.357,9.564,2.105,0.649
2585,39.835,26.091,9.893,10.795,10.468,2.092,0.827
2586,37.649,29.712,8.667,9.272,11.553,2.246,0.9
2587,38.126,28.814,9.795,10.526,9.96,2.092,0.688
2588,40.002,28.623,10.644,9.261,8.795,1.762,0.913
2589,37.946,28.42,11.628,9.833,9.302,2.027,0.845
2590,37.434,28.68,8.864,12.379,9.541,2.613,0.489
2591,37.815,30.356,10.616,11.103,6.996,2.149,0.966
2592,36.791,28.853,11.427,10.658,9.494,2.204,0.573
2593,37.046,30.345,9.864,10.405,10.561,0.861,0.917
2594,38.314,28.934,9.356,9.424,10.934,2.073,0.965
2595,37.116,30.402,10.201,9.979,9.211,2.325,0.767
2596,37.066,29.049,8.883,11.461,10.126,2.582,0.833
2597,37.869,27.894,10.364,11.065,9.519,3.007,0.283
2598,37.196,27.383,10.598,10.511,10.574,3.21,0.527
2599,38.284,28.863,8.661,9.765,10.682,3.056,0.689
2600,37.323,30.242,9.2,9.914,9.643,2.975,0.703
2601,37.448,29.962,9.738,11.974,8.286,2.347,0.245
2602,37.867,29.677,10.692,8.937,9.429,2.763,0.635
2603,36.098,30.346,8.969,11.638,10.007,2.184,0.759
2604,35.333,32.204,9.369,9.782,9.938,2.134,1.241
2605,37.619,30.328,9.76,9.183,9.426,2.791,0.893
2606,38.191,29.007,10.626,10.218,9.488,1.647,0.822
2607,38.536,28.095,10.524,10.365,9.802,2.188,0.491
2608,36.057,30.692,10.307,9.81,10.039,2.598,0.497
2609,37.495,29.195,9.154,12.331,8.983,2.803,0.039
2610,38.589,29.846,9.617,8.945,10.562,1.976,0.465
2611,38.29,28.973,9.618,10.493,9.499,2.63,0.497
2612,37.985,27.479,8.998,11.377,10.696,2.615,0.85
2613,37.587,32.283,6.664,10.48,9.98,2.177,0.829
2614,37.127,29.611,8.871,12.029,8.065,3.35,0.947
2615,36.962,29.933,9.779,9.865,10.166,2.584,0.712
2616,39.898,29.501,8.974,9.29,9.622,2.023,0.693
2617,36.61,30.349,9.984,11.276,8.51,2.714,0.558
2618,36.631,30.674,8.6,11.802,9.353,2.318,0.622
2619,35.703,31.052,8.926,10.584,9.768,3.039,0.928
2620,37.059,31.438,9.866,10.818,8.851,1.686,0.281
2621,37.71,30.032,8.494,11.396,8.994,2.311,1.064
2622,36.416,30.707,9.065,11.024,9.521,2.797,0.47
2623,38.545,27.326,11.324,9.384,10.18,2.145,1.096
2624,37.451,28.374,9.287,11.272,10.173,1.946,1.496
2625,39.17,27.883,10.685,9.059,10.523,2.09,0.59
2626,39.897,26.949,10.247,11.626,9.095,1.634,0.551
2627,37.722,28.801,8.582,11.537,9.671,2.681,1.006
2628,39.47,28.293,9.443,8.933,10.815,2.307,0.74
2629,37.081,31.019,10.069,9.013,9.939,2.256,0.624
2630,38.728,30.159,8.779,10.542,9.032,1.811,0.949
2631,40.144,30.273,9.64,9.431,8.893,1.139,0.48
2632,38.537,29.007,9.825,10.839,9.849,1.737,0.206
2633,37.675,30.144,7.925,11.602,8.513,2.359,1.783
2634,38.493,26.697,10.876,11.409,9.18,2.486,0.859
2635,36.366,28.822,8.379,11.144,11.636,2.675,0.979
2636,37.117,27.839,10.056,10.937,10.681,2.885,0.486
2637,38.692,30.017,8.636,9.627,9.572,2.736,0.72
2638,38.926,28.681,10.85,9.306,8.669,2.663,0.905
2639,37.741,28.737,9.788,9.91,11.091,1.928,0.806
2640,36.843,30.73,10.079,9.685,9.458,2.399,0.805
2641,38.819,26.466,10.836,9.738,11.53,1.841,0.771
2642,37.33,30.338,9.628,10.534,10.243,1.342,0.585
2643,37.316,31.001,8.538,9.997,10.02,2.665,0.463
2644,37.645,29.447,9.511,10.041,10.027,2.115,1.214
2645,38.539,27.41,11.163,11.222,8.803,2.019,0.844
2646,36.804,25.368,10.517,12.641,11.563,2.856,0.251
2647,38.018,28.215,9.792,10.455,10.605,2.485,0.43
2648,36.512,29.963,11.823,10.163,8.146,2.497,0.894
2649,39.061,26.573,10.778,11.495,10.057,1.944,0.092
2650,36.7,29.997,8.232,11.036,10.913,2.004,1.117
2651,39.186,28.916,10.095,9.381,8.948,2.603,0.871
2652,40.385,28.612,9.746,9.697,8.162,2.412,0.985
2653,35.734,29.317,10.477,9.815,11.091,3.325,0.241
2654,38.308,30.266,10.187,12.108,6.456,2.511,0.164
2655,35.596,31.298,8.773,11.73,9.366,2.378,0.86
2656,36.258,29.627,9.291,11.517,10.783,1.709,0.816
2657,39.58,27.085,8.076,11.879,10.503,2.446,0.432
2658,36.769,30.536,10.711,9.102,10.042,2.124,0.716
2659,37.592,31.247,9.343,9.529,9.542,1.828,0.92
2660,37.197,28.769,10.506,11.575,9.313,2.065,0.575
2661,37.748,30.216,10.06,10.604,8.317,1.676,1.379
2662,36.142,30.47,9.644,11.205,9.85,2.327,0.361
2663,37.048,28.878,8.751,11.913,9.816,2.572,1.022
2664,35.314,31.956,9.626,10.56,9.74,1.981,0.823
2665,38.721,30.159,10.227,10.596,7.853,1.714,0.73
2666,34.347,30.541,9.645,12.388,10.246,1.958,0.875
2667,39.618,31.246,9.536,10.474,6.965,1.749,0.411
2668,39.102,30.379,9.849,10.142,8.14,2.218,0.17
2669,36.521,28.455,11.093,11.383,8.741,3.033,0.774
2670,37.32,29.059,9.1,10.043,11.004,2.785,0.689
2671,38.781,28.082,9.468,11.081,8.981,2.399,1.207
2672,36.776,30.516,11.329,9.196,9.477,1.983,0.724
2673,36.648,30.032,10.291,10.418,9.809,1.813,0.99
2674,36.741,32.074,8.865,10.634,8.564,2.287,0.835
2675,37.015,30.762,9.931,9.572,9.464,1.747,1.509
2676,37.983,28.983,9.665,10.282,10.852,1.588,0.647
2677,37.333,28.716,9.213,12.338,9.187,2.532,0.681
2678,40.244,27.722,9.791,10.726,8.423,2.519,0.575
2679,37.53,30.196,9.42,10.784,9.205,2.098,0.767
2680,35.785,31.151,10.311,8.933,10.746,2.179,0.895
2681,37.143,31.569,9.722,10.469,8.562,1.378,1.157
2682,41.117,27.351,9.172,9.661,9.946,1.84,0.913
2683,35.421,30.675,10.494,11.432,8.655,2.192,1.132
2684,38.384,28.2,9.605,10.743,10.208,2.162,0.699
2685,37.219,31.625,9.849,9.033,9.659,1.827,0.788
2686,37.955,29.855,9.591,11.195,8.638,2.253,0.514
2687,37.687,31.703,9.368,9.344,8.741,2.113,1.043
2688,37.825,30.706,7.678,10.557,10.575,2.172,0.487
2689,38.056,32.575,8.005,9.4,9.07,2.213,0.682
2690,38.214,28.751,9.67,9.334,10.636,2.598,0.797
2691,37.981,28.228,8.337,12.955,10.586,1.429,0.484
2692,38.238,30.432,10.298,9.264,9.066,2.195,0.506
2693,37.75,29.029,9.78,10.988,9.25,2.411,0.791
2694,37.531,29.642,8.699,9.616,11.197,2.168,1.147
2695,35.915,29.713,9.163,12.226,9.785,2.049,1.149
2696,38.111,28.875,9.763,10.52,10.147,2.099,0.486
2697,36.587,31.92,7.78,9.905,10.211,2.833,0.764
2698,37.22,29.262,10.7,11.18,8.152,2.199,1.288
2699,36.67,29.724,9.741,12.049,9.401,1.659,0.757
2700,37.084,30.811,8.808,11.142,9.045,2.691,0.418
2701,37.818,30.62,8.498,9.855,9.642,2.258,1.31
2702,38.352,28.829,11.695,8.497,9.627,2.075,0.926
2703,37.942,27.472,11.285,9.769,10.141,2.526,0.865
2704,38.882,27.812,9.576,10.148,10.15,2.922,0.511
2705,40.241,30.366,8.773,8.571,9.259,1.76,1.031
2706,38.458,29.561,10.741,9.189,9.423,1.739,0.888
2707,37.43,32.013,10.159,9.361,8.33,2.254,0.453
2708,36.162,29.021,9.931,11.511,10.04,2.169,1.167
2709,34.92,30.329,10.996,10.647,9.564,3.025,0.518
2710,37.677,30.486,9.285,10.953,8.682,2.491,0.425
2711,37.705,31.151,7.718,11.138,9.652,1.781,0.855
2712,38.038,29.046,9.28,10.174,10.371,2.627,0.463
2713,37.597,31.328,10.37,9.493,8.859,2.241,0.111
2714,39.894,29.816,10.207,8.393,8.396,2.526,0.768
2715,37.775,29.914,10.129,10.766,9.806,1.053,0.556
2716,38.647,27.968,10.031,10.3,8.891,3.097,1.065
2717,38.493,28.477,9.759,10.412,9.391,2.424,1.044
2718,36.994,29.404,10.321,11.383,8.809,2.401,0.687
2719,38.231,27.5,10.003,11.37,9.805,2.315,0.776
2720,36.285,29.513,9.51,11.103,10.082,2.509,0.998
2721,36.783,29.043,10.803,11.19,8.657,2.713,0.811
2722,36.936,28.852,10.568,10.37,9.998,2.431,0.845
2723,37.493,29.258,10.755,11.648,8.185,2.574,0.087
2724,37.508,27.956,10.155,11.105,9.862,2.408,1.005
2725,36.93,30.258,9.785,10.259,10.096,2.058,0.613
2726,37.428,27.855,11.417,9.633,10.668,2.32,0.679
2727,37.313,27.455,9.783,11.956,10.18,2.705,0.608
2728,34.965,30.565,9.618,10.774,10.141,2.662,1.276
2729,38.056,30.439,9.301,10.629,9.153,1.717,0.705
2730,39.534,30.427,8.264,9.223,10.293,1.828,0.431
2731,37.495,29.5,10.381,11.133,7.799,2.217,1.476
2732,39.023,27.768,10.318,9.602,9.977,2.596,0.715
2733,38.35,30.157,8.865,9.393,10.088,2.569,0.577
2734,36.885,30.696,9.708,11.223,8.553,2.307,0.629
2735,34.073,31.552,10.338,11.911,8.947,2.563,0.617
2736,36.109,29.503,8.795,11.482,11.199,2.172,0.741
2737,35.149,30.691,10.228,10.814,10.392,1.834,0.891
2738,35.887,32.933,8.959,10.58,9.386,1.654,0.602
2739,39.258,29.033,9.703,9.602,8.493,3.403,0.508
2740,38.323,28.493,9.695,10.517,9.963,2.437,0.572
2741,39.241,28.935,9.239,9.388,9.806,2.334,1.055
2742,37.977,29.108,10.82,9.632,8.495,2.993,0.974
2743,38.351,28.694,10.034,10.56,10.169,1.806,0.387
2744,38.421,29.749,8.378,10.988,9.324,2.67,0.47
2745,39.167,30.12,9.226,9.642,8.493,2.551,0.801
2746,38.455,28.568,9.909,10.96,9.245,2.026,0.836
2747,38.702,27.214,10.156,10.445,10.343,2.212,0.928
2748,37.361,30.543,9.66,11.043,9.28,1.489,0.624
2749,33.308,31.383,10.362,10.663,10.022,3.591,0.67
2750,34.59,30.636,10.148,12.145,10.137,2.247,0.097
2751,38.189,29.204,8.876,11.177,9.623,1.762,1.169
2752,38.366,29.61,8.797,11.783,8.225,2.182,1.037
2753,37.459,28.412,10.877,11.144,10.286,1.058,0.764
2754,40.017,30.246,10.038,8.892,8.404,2.088,0.315
2755,38.032,30.181,11.363,9.408,7.434,2.682,0.9
2756,39.295,29.977,9.946,8.651,9.013,2.352,0.767
2757,36.432,32.14,10.504,9.133,8.976,2.467,0.348
2758,36.599,29.773,8.852,11.797,9.837,2.711,0.431
2759,38.374,29.429,10.091,9.702,9.529,2.184,0.69
2760,38.226,28.091,8.909,10.496,10.79,2.773,0.715
2761,35.965,32.172,8.985,10.971,9.604,2.204,0.098
2762,37.82,29.048,8.801,12.194,7.97,3.202,0.965
2763,37.905,28.511,10.09,10.728,9.885,2.468,0.414
2764,36.818,29.623,11.341,11.164,8.647,2.222,0.184
2765,35.944,30.397,10.461,10.727,9.127,2.785,0.559
2766,39.26,28.831,9.084,10.07,10.2,1.796,0.759
2767,35.271,29.249,9.87,12.407,9.823,2.594,0.785
2768,38.551,28.956,9.723,10.213,8.961,2.775,0.821
2769,39.654,28.301,10.443,9.63,10.208,1.556,0.208
2770,38.459,29.933,11.008,9.738,8.746,1.351,0.766
2771,36.965,28.578,9.986,10.942,10.383,2.578,0.568
2772,38.142,30.5,10.802,8.88,8.83,2.502,0.345
2773,37.367,29.881,9.54,9.975,10.31,2.184,0.743
2774,39.063,29.327,9.539,10.136,9.249,2.368,0.318
2775,37.316,29.245,10.004,10.898,8.679,2.784,1.076
2776,38.216,30.158,9.4,9.812,9.108,2.523,0.783
2777,37.666,28.976,9.77,10.425,9.643,2.346,1.175
2778,35.166,29.245,10.802,11.507,10.053,2.175,1.053
2779,36.616,30.988,10.21,9.987,8.826,2.981,0.392
2780,36.888,28.27,10.795,11.919,8.52,2.794,0.814
2781,37.54,30.365,9.84,9.158,10.181,2.089,0.827
2782,36.493,32.312,9.644,11.241,6.85,2.481,0.979
2783,37.884,28.613,10.105,9.119,10.981,2.44,0.858
2784,37.282,27.222,9.724,12.221,10.088,2.537,0.925
2785,35.726,29.444,8.864,10.769,12.166,1.797,1.234
2786,38.264,31.704,8.634,9.518,10.257,1.102,0.521
2787,37.572,29.976,9.629,9.789,9.487,2.296,1.252
2788,37.716,31.487,8.71,10.658,8.765,2.153,0.511
2789,34.146,32.653,9.676,10.178,10.079,2.736,0.532
2790,35.674,31.533,10.057,9.0,9.995,2.597,1.144
2791,34.723,31.166,9.55,12.881,8.145,2.598,0.937
2792,36.869,28.285,11.058,10.036,9.926,2.657,1.17
2793,38.336,29.248,8.903,10.166,10.023,2.934,0.391
2794,40.072,27.815,10.526,9.869,9.194,2.215,0.309
2795,40.059,27.995,9.405,9.881,8.978,2.816,0.865
2796,41.329,27.731,9.457,9.001,9.107,2.746,0.63
2797,36.312,31.537,9.465,9.266,8.925,3.349,1.146
2798,38.271,29.243,8.367,10.074,10.017,3.248,0.779
2799,36.026,28.821,10.682,13.024,8.761,2.155,0.53
2800,38.786,30.992,8.979,9.524,8.527,2.946,0.246
2801,37.169,29.587,8.499,11.305,9.595,2.918,0.928
2802,36.891,28.59,9.453,11.525,9.213,2.738,1.591
2803,38.354,29.506,9.384,11.474,8.052,2.688,0.542
2804,36.334,32.607,8.749,9.425,10.119,1.524,1.243
2805,35.503,28.819,10.144,10.956,11.645,2.117,0.815
2806,35.673,30.233,9.954,9.967,10.49,2.815,0.867
2807,37.286,28.657,9.269,11.657,9.35,2.868,0.913
2808,35.471,30.161,10.229,11.197,10.001,1.757,1.183
2809,38.821,28.986,7.963,11.557,9.808,1.387,1.477
2810,34.096,31.011,10.903,10.82,10.31,2.372,0.487
2811,39.169,27.521,11.65,9.815,8.438,2.387,1.02
2812,38.913,29.46,9.401,8.906,10.43,2.345,0.545
2813,35.083,31.939,10.385,9.509,9.393,2.474,1.217
2814,37.266,30.684,9.48,10.543,8.588,2.895,0.544
2815,35.76,28.357,10.701,10.865,11.102,2.185,1.031
2816,36.768,29.886,8.557,10.851,10.262,2.639,1.038
2817,36.122,29.818,9.519,9.771,11.464,2.478,0.829
2818,37.811,27.153,10.663,11.731,9.185,2.511,0.945
2819,37.707,28.194,10.139,10.839,10.922,1.999,0.2
2820,37.766,28.703,11.199,12.037,8.48,1.353,0.463
2821,38.041,29.133,9.134,10.016,11.612,1.926,0.137
2822,36.902,29.777,10.256,10.911,9.226,1.815,1.112
2823,36.799,30.106,10.457,10.844,8.482,2.517,0.793
2824,37.571,28.863,9.983,10.157,10.612,2.211,0.603
2825,37.748,28.172,10.943,9.913,9.712,2.367,1.145
2826,36.964,32.422,9.98,10.058,8.998,1.084,0.494
2827,37.283,28.329,10.841,10.564,9.781,2.322,0.88
2828,39.625,28.906,9.772,9.316,10.291,0.872,1.217
2829,36.857,27.485,11.346,10.792,11.006,1.876,0.639
2830,38.757,29.199,8.694,11.395,8.713,3.037,0.205
2831,38.068,28.123,10.112,10.168,10.193,2.721,0.614
2832,41.392,27.527,9.236,10.587,7.955,2.213,1.091
2833,37.238,30.219,10.739,10.551,8.484,2.162,0.606
2834,36.756,28.426,10.512,10.54,10.955,2.091,0.72
2835,39.184,30.204,9.324,10.245,8.298,1.893,0.852
2836,38.988,25.661,10.055,11.325,10.819,2.146,1.006
2837,39.065,30.159,8.939,9.138,9.45,2.478,0.77
2838,39.549,29.932,10.379,9.463,7.798,1.732,1.147
2839,37.352,27.981,10.283,11.125,10.56,2.074,0.626
2840,38.776,29.951,8.927,10.594,8.591,2.59,0.57
2841,35.489,31.411,9.071,10.165,10.788,2.32,0.756
2842,37.777,28.32,9.75,11.232,9.553,2.256,1.112
2843,37.949,28.146,10.67,10.314,10.184,1.829,0.908
2844,38.499,28.37,9.559,11.712,9.144,2.355,0.361
2845,36.822,27.685,10.074,10.793,11.47,2.673,0.484
2846,37.243,29.992,8.94,10.99,9.596,3.061,0.178
2847,38.381,29.559,8.957,10.466,10.396,1.887,0.354
2848,39.052,28.81,8.042,11.227,9.197,3.036,0.635
2849,37.979,29.74,9.626,9.848,10.383,1.321,1.103
2850,39.166,30.852,9.773,7.905,8.635,2.543,1.127
2851,37.046,28.428,8.986,11.716,10.438,2.703,0.683
2852,37.62,30.798,8.49,10.749,9.255,2.608,0.48
2853,38.879,29.39,9.982,10.003,8.877,2.041,0.827
2854,37.255,29.41,9.707,10.27,10.072,2.2,1.086
2855,38.445,32.249,9.162,9.375,9.26,1.272,0.237
2856,37.542,28.316,10.438,11.268,8.689,2.669,1.078
2857,36.176,31.319,8.183,9.762,10.162,3.517,0.88
2858,38.108,28.755,9.258,11.588,9.165,2.666,0.461
2859,39.253,26.324,9.737,10.804,10.626,2.642,0.613
2860,37.527,27.76,10.428,10.19,11.45,2.28,0.365
2861,39.659,27.352,10.878,10.054,9.732,1.906,0.417
2862,36.291,29.765,10.062,11.629,8.551,2.816,0.886
2863,37.053,29.439,9.964,11.109,9.527,2.112,0.796
2864,38.53,27.125,9.489,11.393,10.249,2.48,0.733
2865,37.014,29.562,9.127,10.213,10.771,2.272,1.041
2866,37.524,31.68,9.152,9.811,9.321,1.729,0.782
2867,36.45,30.307,10.397,8.887,11.008,2.362,0.59
2868,36.625,29.707,9.439,12.433,8.827,2.604,0.365
2869,36.462,30.085,9.452,11.191,9.751,2.114,0.945
2870,39.893,27.87,8.635,12.073,9.469,1.893,0.167
2871,38.031,31.148,9.928,9.116,9.203,1.484,1.091
2872,39.464,29.283,9.049,9.583,9.437,2.193,0.991
2873,38.103,30.509,8.592,10.307,9.975,1.647,0.867
2874,35.471,31.053,9.055,12.019,9.592,2.066,0.744
2875,38.114,29.537,9.675,10.825,9.182,2.464,0.203
2876,39.052,27.016,10.551,9.831,10.384,2.411,0.754
2877,36.792,32.241,8.664,12.261,8.64,0.859,0.543
2878,40.187,28.873,10.599,8.989,8.135,2.645,0.572
2879,35.768,30.023,10.493,10.468,9.641,2.991,0.616
2880,36.179,28.824,9.849,11.496,10.245,2.734,0.673
2881,38.872,28.28,9.754,10.073,9.72,2.849,0.452
2882,36.866,29.299,10.752,11.167,8.7,2.389,0.827
2883,36.31,30.842,9.254,11.1,8.641,2.789,1.064
2884,39.421,27.946,10.623,9.955,8.387,2.616,1.052
2885,38.812,29.936,9.677,8.72,8.705,2.842,1.31
2886,38.117,28.901,9.814,10.075,9.843,2.484,0.768
2887,34.44,32.702,8.966,10.753,10.161,2.49,0.487
2888,39.942,29.05,8.835,9.985,9.149,2.087,0.952
2889,37.24,26.38,11.0,10.578,11.976,2.035,0.791
2890,35.442,31.493,9.142,10.659,10.162,3.018,0.084
2891,36.715,27.298,10.605,11.191,11.492,2.275,0.424
2892,35.395,30.37,10.491,11.163,9.805,2.011,0.766
2893,37.912,30.645,9.716,8.605,9.414,2.456,1.252
2894,36.012,29.413,9.257,12.291,8.942,2.777,1.308
2895,39.066,28.531,10.44,11.115,7.522,2.121,1.204
2896,38.448,28.321,9.773,10.887,8.776,3.052,0.743
2897,39.369,30.06,8.511,10.701,7.827,2.738,0.793
2898,37.022,29.545,9.374,11.137,9.622,2.686,0.614
2899,37.998,30.211,8.698,10.589,9.581,2.412,0.511
2900,38.072,28.7,9.726,10.445,9.685,2.393,0.978
2901,37.775,28.595,8.689,11.873,9.168,2.889,1.011
2902,37.391,29.591,10.352,9.656,8.99,3.141,0.88
2903,36.574,31.437,9.966,8.756,10.129,2.606,0.532
2904,39.821,27.814,10.034,9.471,9.339,2.761,0.76
2905,39.642,28.338,8.368,9.91,10.741,1.943,1.059
2906,36.407,29.801,10.54,8.713,12.364,1.84,0.335
2907,36.914,30.261,8.97,10.873,9.765,1.925,1.292
2908,36.83,28.637,11.757,10.991,8.767,2.511,0.506
2909,37.997,29.788,9.692,9.316,10.48,2.164,0.562
2910,38.647,30.131,9.471,10.37,8.351,1.996,1.034
2911,38.277,31.111,8.943,9.153,8.919,2.871,0.726
2912,38.122,29.296,9.167,10.454,9.577,2.265,1.119
2913,38.728,29.069,9.036,10.712,8.299,3.078,1.077
2914,37.165,31.002,9.19,10.551,9.104,2.245,0.744
2915,37.853,28.755,10.221,10.796,9.509,2.587,0.279
2916,37.482,31.058,8.546,10.264,9.007,2.935,0.709
2917,36.915,30.462,8.597,10.586,11.026,1.804,0.612
2918,39.184,27.162,10.386,10.939,10.439,1.399,0.491
2919,36.8,29.475,9.163,9.236,11.121,3.0,1.205
2920,38.219,29.886,9.167,11.264,8.214,2.442,0.808
2921,38.971,29.623,9.56,10.227,8.772,1.692,1.155
2922,37.802,28.366,9.411,11.372,9.094,2.886,1.07
